version,codigo_ente,codigo,actividad,fuente_alta,inf_fuente_alta,alta_desde
2019/01 situacion a  01/01/2019,09-00-000-B-U-011,Q8610,Actividades hospitalarias,ESTATUTOS,31/08/1992; DOGC 1644,01/09/1992
2019/01 situacion a  01/01/2019,09-00-000-B-U-011,Q8731,Asistencia en establecimientos residenciales para personas mayores,ESTATUTOS,31/08/1992; DOGC 1644,01/09/1992
2019/01 situacion a  01/01/2019,09-00-000-B-U-011,Q8812,Actividades de servicios sociales sin alojamiento para personas con discapacidad,ESTATUTOS,31/08/1992; DOGC 1644,01/09/1992
2019/01 situacion a  01/01/2019,09-25-022-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,Esc. Const. nº2818 de 25/07/2005 (RF 15/03/2007),15/03/2007
2019/01 situacion a  01/01/2019,09-00-062-H-H-000,P8543,Educación universitaria,ESTATUTOS,Esc.cons. nº 300 de 14/02/1997 (RF 08/05/97),08/05/1997
2019/01 situacion a  01/01/2019,09-08-083-C-C-000,H5222,Actividades anexas al transporte marítimo y por vías navegables interiores,ESTATUTOS,Decreto 236 de 02/09/1997; DOGC 2473 de 10/09/1997,11/09/1997
2019/01 situacion a  01/01/2019,09-08-083-C-C-000,R9329,Otras actividades recreativas y de entretenimiento,ESTATUTOS,Decreto 236 de 02/09/1997; DOGC 2473 de 10/09/1997,11/09/1997
2019/01 situacion a  01/01/2019,09-00-000-B-V-036,M7320,Estudio de mercado y realización de encuestas de opinión pública,LEY,"6/2007, 17/07; DOGC 4931, 23/07/2007",24/07/2007
2019/01 situacion a  01/01/2019,09-00-032-H-H-000,R9001,Artes escénicas,ESTATUTOS,Esc.nº2258 de 05/09/1994 (RF nº 851 de 21/12/1994),21/12/1994
2019/01 situacion a  01/01/2019,09-08-167-H-H-000,M7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESTATUTOS,de const. nº2563 de 22/11/2006 (RF 05/12/2007),05/12/2007
2019/01 situacion a  01/01/2019,09-00-022-H-H-000,P8560,Actividades auxiliares a la educación,ESTATUTOS,Escritura nº616 de 16/03/2004 (RF 18/06/2004),18/06/2004
2019/01 situacion a  01/01/2019,09-08-161-C-C-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,Convenio de 19/04/2002; BOE nº 109 de 07/05/2003,19/04/2002
2019/01 situacion a  01/01/2019,09-00-008-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,nº 1977 de 29/7/2008 (RF 19/12/2008),19/12/2008
2019/01 situacion a  01/01/2019,09-00-000-B-U-014,O8430,Seguridad Social obligatoria,ACUERDO,"20/07/1992; DOGC 1644, 14/09/1992",14/09/1992
2019/01 situacion a  01/01/2019,09-00-000-B-U-014,Q862,Actividades médicas y odontológicas,ACUERDO,"20/07/1992; DOGC 1644, 14/09/1992",14/09/1992
2019/01 situacion a  01/01/2019,09-00-000-B-V-006,O8412,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",LEY,"20/1987, 12/11; DOGC 922, 2/12/1987",03/12/1987
2019/01 situacion a  01/01/2019,09-00-000-B-V-006,R900,"Actividades de creación, artísticas y espectáculos",LEY,"20/1987, 12/11; DOGC 922, 2/12/1987",03/12/1987
2019/01 situacion a  01/01/2019,09-08-194-C-C-000,A0240,Servicios de apoyo a la silvicultura,ESTATUTOS,Acta cons. de 16/12/1993 (ETT DOGC 1812; 22/10/93),16/12/1993
2019/01 situacion a  01/01/2019,09-08-194-C-C-000,A032,Acuicultura,ESTATUTOS,Acta cons. de 16/12/1993 (ETT DOGC 1812; 22/10/93),16/12/1993
2019/01 situacion a  01/01/2019,09-08-194-C-C-000,M72,Investigación y desarrollo,ESTATUTOS,Acta cons. de 16/12/1993 (ETT DOGC 1812; 22/10/93),16/12/1993
2019/01 situacion a  01/01/2019,09-00-000-F-P-072,H5229,Otras actividades anexas al transporte,ESTATUTOS,nº2422 de 19/06/2003 (RM 27/07/2004),27/07/2004
2019/01 situacion a  01/01/2019,09-00-000-B-U-048,O8412,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",LEY,"Ley 13/2007,31-10, DOGC 5006, 12/11/2007",13/11/2007
2019/01 situacion a  01/01/2019,09-00-054-H-H-000,M7490,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",ESTATUTOS,Esc.cons.nº1555 de 09/05/2003 (RF 24/11/2003),24/11/2003
2019/01 situacion a  01/01/2019,09-00-000-F-P-069,H5229,Otras actividades anexas al transporte,ESCRITURA,Esc.reducc CS nº1525 de 18/09/2012 (RM 28/12/2012),28/12/2012
2019/01 situacion a  01/01/2019,09-08-170-H-H-000,P8543,Educación universitaria,ESCRITURA,nº3938 de 11/12/2003 (RF 03/03/2004),03/03/2004
2019/01 situacion a  01/01/2019,09-00-000-X-P-083,Q8710,Asistencia en establecimientos residenciales con cuidados sanitarios,ESTATUTOS,Esc. de const. nº2857 de 21/09/2010 (RM 10/11/10),10/11/2010
2019/01 situacion a  01/01/2019,09-00-000-X-P-083,Q8731,Asistencia en establecimientos residenciales para personas mayores,ESTATUTOS,Esc. de const. nº2857 de 21/09/2010 (RM 10/11/10),10/11/2010
2019/01 situacion a  01/01/2019,09-00-019-H-H-000,P8560,Actividades auxiliares a la educación,ESTATUTOS,Acuerdo Patronato de 05/11/1984 (RF 15/11/1984),15/11/1984
2019/01 situacion a  01/01/2019,09-00-000-B-U-070,S9609,Otras servicios personales n.c.o.p.,LEY,32/2010 de 01/10/2010;DOGC nº5731 de 08/10/2010,28/10/2010
2019/01 situacion a  01/01/2019,09-00-000-B-V-024,R9105,Actividades de bibliotecas,LEY,"4/1993, 18/03; DOGC 1727, 29/03/1993",30/03/1993
2019/01 situacion a  01/01/2019,09-08-181-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Escritura nº879 de 06/03/1990 (RF 23/10/1990),23/10/1990
2019/01 situacion a  01/01/2019,09-00-000-B-P-134,J6202,Actividades de consultoría informática,ESTATUTOS,esc. nº2651 de 11/10/2016 (RM 13/12/2016),13/12/2016
2019/01 situacion a  01/01/2019,09-00-070-C-C-000,P8553,Actividades de las escuelas de conducción y pilotaje,ESTATUTOS,Acta const. 06/10/2015 (DOGC 6866; 07/05/2015),06/10/2015
2019/01 situacion a  01/01/2019,09-00-000-B-U-053,M74,"Otras actividades profesionales, científicas y técnicas",ESTATUTOS,Decreto 192/09 de 09/12; DOGC nº 5524 de 11/12/09,01/01/2010
2019/01 situacion a  01/01/2019,09-00-000-B-U-008,R931,Actividades deportivas,LEY,13/88; DOGC 1088,03/01/1989
2019/01 situacion a  01/01/2019,09-00-000-B-U-041,Q86,Actividades sanitarias,LEY,"12/1983, 14-7; DOGC 345",16/07/1983
2019/01 situacion a  01/01/2019,09-08-171-H-H-000,M7490,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",ESTATUTOS,E.C. nº4337 de 04/10/1983(RF nº22 de 08/03/1984),08/03/1984
2019/01 situacion a  01/01/2019,09-00-000-B-W-004,P8543,Educación universitaria,DECRETO,"354/1994, 23-12 (DOGC 2000, 20-1-1995)",20/01/1995
2019/01 situacion a  01/01/2019,09-00-000-B-U-060,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,ESTATUTOS,"Decreto 51/2010, de 6 de abril (DOGC 8/04/2010)",09/04/2010
2019/01 situacion a  01/01/2019,09-00-054-C-C-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Acta const. de 05/05/2005 (DOGC 4354; 01/04/2005),05/05/2005
2019/01 situacion a  01/01/2019,09-00-000-B-U-066,P8560,Actividades auxiliares a la educación,LEY,"12/2009, de 10/07, de Educación (DOGC 16/07/2009)",17/07/2009
2019/01 situacion a  01/01/2019,  09-08-145-N-N-000,L6820,Alquiler de bienes inmobiliarios por cuenta propia,ESTATUTOS,de 26/04/1989 (RA nº11027; 14/07/1989),14/07/1989
2019/01 situacion a  01/01/2019,09-00-000-B-P-067,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc. const. nº1101 de 17/05/2006 (RM 08/06/2007),08/06/2007
2019/01 situacion a  01/01/2019,09-00-046-C-C-000,F4121,Construcción de edificios residenciales,ESTATUTOS,Acta const. 04/06/2010 (ETT DOCG 5635;25/05/2010),04/06/2010
2019/01 situacion a  01/01/2019,09-08-189-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,Esc. nº 2416 de 18/07/2011 (RF 30/10/2012),30/10/2012
2019/01 situacion a  01/01/2019,09-00-055-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc.const. nº2897-compl.nº2011 (RF 25/07/96),25/07/1996
2019/01 situacion a  01/01/2019,09-00-055-H-H-000,Q8690,Otras actividades sanitarias,ESTATUTOS,Esc.const. nº2897-compl.nº2011 (RF 25/07/96),25/07/1996
2019/01 situacion a  01/01/2019,09-00-000-X-P-075,Q86,Actividades sanitarias,ESTATUTOS,Esc. de const. nº3086 de 13/07/1994 (RM 04/08/94),04/08/1994
2019/01 situacion a  01/01/2019,09-08-046-C-C-000,M7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESTATUTOS,Convenio de 22/02/1994; DOGC nº1871 de 11/03/1994,22/02/1994
2019/01 situacion a  01/01/2019,09-00-000-B-P-022,H,Transporte y almacenamiento,ESTATUTOS,Esc. Const. nº3589 de 08/10/1992 (RM 04/12/1992),04/12/1992
2019/01 situacion a  01/01/2019,09-00-000-B-P-022,H5210,Depósito y almacenamiento,ESTATUTOS,Esc. const. nº3589 de 08/10/1992 (RM 04/12/1992),04/12/1992
2019/01 situacion a  01/01/2019,09-00-039-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc. cont. nº1772 de 14/07/2005 (RF 29/05/2006),29/05/2006
2019/01 situacion a  01/01/2019,09-00-031-H-H-000,M7211,Investigación y desarrollo experimental en biotecnología,ESTATUTOS,Escritura de constitución nº 624 de 14/02/2006,21/11/2006
2019/01 situacion a  01/01/2019,09-00-074-H-H-000,R910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ESTATUTOS,const. nº1677 de 16/06/2006 (RF 27/07/2006),27/07/2006
2019/01 situacion a  01/01/2019,09-00-059-C-C-000,O8411,Actividades generales de la Administración Pública,ESTATUTOS,Convenio de 30/04/2010 (DOGC 5640 de 01/06/2010),30/04/2010
2019/01 situacion a  01/01/2019,09-43-099-H-H-000,Q86,Actividades sanitarias,ESTATUTOS,E. C. nº1374 de 03/12/1992(RF nº709 de 14/07/1993),14/07/1993
2019/01 situacion a  01/01/2019,09-08-128-C-C-000,M7111,Servicios técnicos de arquitectura,ESTATUTOS,"Resolución de 29/05/2001, DOGC 3409 de 14/06/2001",10/10/2001
2019/01 situacion a  01/01/2019,09-00-000-B-V-030,A,"Agricultura, ganadería, silvicultura y pesca",LEY,"28/2002, 30-12",17/01/2003
2019/01 situacion a  01/01/2019,09-00-000-B-V-030,R9103,Gestión de lugares y edificios históricos,LEY,28/2002,17/01/2003
2019/01 situacion a  01/01/2019,09-00-000-B-O-001,P855,Otra educación,LEY,"12/2009, de 10/07, de Educación (DOGC 16/07/2009)",17/07/2009
2019/01 situacion a  01/01/2019,09-00-000-B-U-049,O8412,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",LEY,"14/2007, 5-12 ; DOGC 5030, 17/12/2007",18/12/2007
2019/01 situacion a  01/01/2019,09-00-005-H-H-000,Q8610,Actividades hospitalarias,ESTATUTOS,Esc. Const. nº 768 de 17/07/2000 (RF 18/09/2000),18/09/2000
2019/01 situacion a  01/01/2019,09-00-064-H-H-000,M7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESTATUTOS,Esc. nº 2658 de 13/12/2004 (RF 2215 - 30/06/2006),30/06/2006
2019/01 situacion a  01/01/2019,09-00-009-H-H-000,Q8610,Actividades hospitalarias,ESTATUTOS,Esc. nº692 de 18/03/1991 (RF nº632; 15/10/1992),15/10/1992
2019/01 situacion a  01/01/2019,09-17-029-C-C-000,H5222,Actividades anexas al transporte marítimo y por vías navegables interiores,ESTATUTOS,"Acuerdo de 23/01/2001, DOGC nº 3520 de 23/11/2001",23/01/2001
2019/01 situacion a  01/01/2019,09-17-029-C-C-000,R9329,Otras actividades recreativas y de entretenimiento,ESTATUTOS,"Acuerdo de 23/01/2001, DOGC nº 3520 de 23/11/2001",23/01/2001
2019/01 situacion a  01/01/2019,09-00-000-B-U-063,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Decreto 97/2013 de 05/02 (DOGC 6310 07/02/13),08/02/2013
2019/01 situacion a  01/01/2019,09-00-000-B-U-063,Q8690,Otras actividades sanitarias,ESTATUTOS,Decreto 97/2013 de 05/02 (DOGC nº6310 07/02/13),08/02/2013
2019/01 situacion a  01/01/2019,09-08-216-C-C-000,O8430,Seguridad Social obligatoria,ESTATUTOS,Acta const. de 01/09/2005 (DOGC 4444; 09/08/2005),01/09/2005
2019/01 situacion a  01/01/2019,09-08-216-C-C-000,Q8610,Actividades hospitalarias,ESTATUTOS,Acta const. de 01/09/2005 (DOGC 4444; 09/08/2005),01/09/2005
2019/01 situacion a  01/01/2019,09-00-000-B-U-068,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,"Decreto 7/2012, 10 de enero (DOGC 6043;12/01/12)",13/01/2012
2019/01 situacion a  01/01/2019,09-08-224-C-C-000,Q86,Actividades sanitarias,ESTATUTOS,Convenio de colaboración de 16/12/1992,16/12/1992
2019/01 situacion a  01/01/2019,09-00-086-C-C-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,"Acord CPT/107/2006, de 12/09 (DOGC 29/09/2006)",29/09/2006
2019/01 situacion a  01/01/2019,09-08-095-C-C-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,Convenio de 27/08/1998; BOP nº247 de 15/10/1998,27/08/1998
2019/01 situacion a  01/01/2019,09-00-063-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc. nº 5133 de 20/12/2005 (RF 2214-26/06/2006),26/06/2006
2019/01 situacion a  01/01/2019,09-00-073-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,Esc.nº5372 de 12/02/2003 (RF nº1960 RF 14/04/2004),14/04/2004
2019/01 situacion a  01/01/2019,09-08-191-H-H-000,Q861,Actividades hospitalarias,ESTATUTOS,Escritura de 14/03/1991 (RF nº563 de 08/11/1991),08/11/1991
2019/01 situacion a  01/01/2019,09-08-206-C-C-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,CONVENIO DE COLABORACIÓN 9/11/2001,09/11/2001
2019/01 situacion a  01/01/2019,09-00-000-B-U-013,O8430,Seguridad Social obligatoria,RESOLUCION,01/09/1992; DOGC 1644,14/09/1992
2019/01 situacion a  01/01/2019,09-00-000-B-U-013,Q86,Actividades sanitarias,RESOLUCION,01/09/1992; DOGC 1644,14/09/1992
2019/01 situacion a  01/01/2019,09-08-139-C-C-000,P85,Educación,ESTATUTOS,Decreto 84/2002 de 05/02; DOGC 3595 de 14/03/2002,15/03/2002
2019/01 situacion a  01/01/2019,09-08-022-C-C-000,M7430,Actividades de traducción e interpretación,ESTATUTOS,Convenio de 15/12/1988; DOGC nº 1118 de 13/03/89,15/12/1988
2019/01 situacion a  01/01/2019,09-08-022-C-C-000,P8559,Otra educación n.c.o.p.,ESTATUTOS,Convenio de 15/12/1988; DOGC nº 1118 de 13/03/89,15/12/1988
2019/01 situacion a  01/01/2019,09-08-022-C-C-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,Convenio de 15/12/1988; DOGC nº 1118 de 13/03/89,15/12/1988
2019/01 situacion a  01/01/2019,09-08-051-C-C-000,L6820,Alquiler de bienes inmobiliarios por cuenta propia,ESTATUTOS,DOGC 4762 – 16/11/2006 (alta censal 01/01/2012),01/01/2012
2019/01 situacion a  01/01/2019,09-08-051-C-C-000,Q8610,Actividades hospitalarias,ESTATUTOS,Decreto 58/88 de 10/03; DOGC 970 de 25/03/1988,25/03/1988
2019/01 situacion a  01/01/2019,09-08-051-C-C-000,Q8690,Otras actividades sanitarias,ESTATUTOS,Decreto 58/88 de 10/03; DOGC 970 de 25/03/1988,25/03/1988
2019/01 situacion a  01/01/2019,09-00-000-B-U-071,M71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,ESTATUTOS,"DECRET 58/2015, de 21/04 (DOGC 6857 - 23/04/15)",24/04/2015
2019/01 situacion a  01/01/2019,09-08-218-C-C-000,M7111,Servicios técnicos de arquitectura,ESTATUTOS,PTO/3201/2005 de 31/10; DOGC 4511 de 16/11/2005,21/11/2005
2019/01 situacion a  01/01/2019,09-08-147-C-C-000,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Acuerdo Const. de 25/07/2002 (DOGC 3693- 06/08/02),25/07/2002
2019/01 situacion a  01/01/2019,09-08-147-C-C-000,P854,Educación postsecundaria,ESTATUTOS,Acuerdo Const. de 25/07/2002 (DOGC 3693- 06/08/02),25/07/2002
2019/01 situacion a  01/01/2019,09-00-000-X-P-079,Q88,Actividades de servicios sociales sin alojamiento,ESTATUTOS,Escritura nº2809 de 30/07/1998 (RM 18/11/1998),18/11/1998
2019/01 situacion a  01/01/2019,09-00-073-C-C-000,M711,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,ESTATUTOS,Acta de 15/04/2010 (AC GOV 223/2009; DOGC 5545),15/04/2010
2019/01 situacion a  01/01/2019,09-00-000-X-P-082,M7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESTATUTOS,Esc.cons.nº 1627 de 01/07/2005 (RM 22/07/2005),22/07/2005
2019/01 situacion a  01/01/2019,09-17-051-H-H-000,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc. Const. nº5110 de 28/12/2001 (RF 04/11/2002),04/11/2002
2019/01 situacion a  01/01/2019,09-00-000-B-U-006,Q8899,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,LEY,"5/1989, 12-5; DOGC 1143",18/05/1989
2019/01 situacion a  01/01/2019,09-00-000-B-V-001,P8543,Educación universitaria,LEY,"11/1984, 5-3; DOGC 417, 16/03/1984",06/04/1984
2019/01 situacion a  01/01/2019,09-00-000-B-V-001,R931,Actividades deportivas,LEY,"11/1984, 5-3; DOGC 417, 16/03/1984",06/04/1984
2019/01 situacion a  01/01/2019,09-00-000-B-V-001,R9311,Gestión de instalaciones deportivas,LEY,"11/1984, 5-3; DOGC 417, 16/03/1984",06/04/1984
2019/01 situacion a  01/01/2019,09-08-039-C-C-000,E3821,Tratamiento y eliminación de residuos no peligrosos,ESTATUTOS,Decreto 162/93 de 18/05; DOGC 1763 de 28/06/93,28/06/1993
2019/01 situacion a  01/01/2019,09-08-039-C-C-000,E3831,Separación y clasificación de materiales,ESTATUTOS,Decreto 162/93 de 18/05; DOGC 1763 de 28/06/93,28/06/1993
2019/01 situacion a  01/01/2019,09-00-000-X-P-064,L6832,Gestión y administración de la propiedad inmobiliaria,ESCRITURA,28/10/1987; Nº 2614,28/10/1987
2019/01 situacion a  01/01/2019,09-00-000-X-P-064,M72,Investigación y desarrollo,ESCRITURA,28.10.1987; Nº 2614,28/10/1987
2019/01 situacion a  01/01/2019,09-08-226-C-C-000,Q8899,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,ESTATUTOS,Acta de const. de 20/02/2002 (BOPB 32; 06/02/2002),20/02/2002
2019/01 situacion a  01/01/2019,09-08-186-H-H-000,N8299,Otras actividades de apoyo a las empresas n.c.o.p.,ESTATUTOS,constituc. de 02/05/1983 (RF nº13 de 05/09/1983),05/09/1983
2019/01 situacion a  01/01/2019,09-00-000-B-P-133,M7022,Otras actividades de consultoría de gestión empresarial,ESTATUTOS,Escritura nº531 de 27/05/2014 (RM 09/10/2014),09/10/2014
2019/01 situacion a  01/01/2019,09-00-035-H-H-000,P8510,Educación preprimaria,ESTATUTOS,Esc. Const. nº 2002 de 14/05/1998 (RF 26/11/1999),26/11/1999
2019/01 situacion a  01/01/2019,09-00-000-X-P-072,D3518,Producción de energía eléctrica de origen eólico,ESTATUTOS,nº 1485 de 09/03/1994 (RM 29/06/1994),29/06/1994
2019/01 situacion a  01/01/2019,09-00-067-H-H-000,M7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESTATUTOS,Escritura nº571 de 23/04/2014 (RF 08/04/2015),08/04/2015
2019/01 situacion a  01/01/2019,09-00-016-C-C-000,L68,Actividades inmobiliarias,ESTATUTOS,GOV/67/2007 (DOGC nº 4881 de 11/05/2007),11/05/2007
2019/01 situacion a  01/01/2019,09-00-012-C-C-000,Q86,Actividades sanitarias,ESTATUTOS,ACUERDO de 17/04/2001; DOGC nº3385 de 10/05/2001,17/04/2001
2019/01 situacion a  01/01/2019,09-08-187-C-C-000,P8543,Educación universitaria,ESTATUTOS,Decreto 320/1993 de 28/12; DOGC 1848 de 19/01/1994,28/12/1993
2019/01 situacion a  01/01/2019,09-00-000-B-V-037,O8424,Orden público y seguridad,LEY,"10/2007, 30-07; DOGC 4940, 03/08/2007",04/09/2007
2019/01 situacion a  01/01/2019,09-08-092-C-C-000,P8543,Educación universitaria,ESTATUTOS,Acord de Govern 08/07/98; DOGC 2683 de 17/07/98,08/07/1998
2019/01 situacion a  01/01/2019,09-00-000-B-P-033,J6190,Otras actividades de telecomunicaciones,ESTATUTOS,Esc. Const. nº 4281 de 04/12/1998,19/01/1999
2019/01 situacion a  01/01/2019,09-08-161-H-H-000,P8543,Educación universitaria,ESCRITURA,Esc. Const. nº4553 de 20/11/2000 (RF 27/02/2001),27/02/2001
2019/01 situacion a  01/01/2019,09-00-038-H-H-000,N8030,Actividades de investigación,ESTATUTOS,Esc.nº2407 de 30/11/2010 (RF nº2674 de 13/04/2011),13/04/2011
2019/01 situacion a  01/01/2019,09-00-038-H-H-000,Q8690,Otras actividades sanitarias,ESTATUTOS,Esc.nº2407 de 30/11/2010 (RF nº2674 de 13/04/2011),13/04/2011
2019/01 situacion a  01/01/2019,09-00-000-B-P-113,H5210,Depósito y almacenamiento,ESTATUTOS,Esc. Const. nº514 de 13/02/2006 (RM 24/03/2006),24/03/2006
2019/01 situacion a  01/01/2019,09-00-017-H-H-000,M72,Investigación y desarrollo,ESTATUTOS,Esc.nº2541 de 26/09/2006 (RF nº2286 de 09/01/2007),09/01/2007
2019/01 situacion a  01/01/2019,09-08-156-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc. Const. nº 1839 de 11/07/2003 (RF 26/02/2004),26/02/2004
2019/01 situacion a  01/01/2019,09-08-137-C-C-000,F4122,Construcción de edificios no residenciales,ESTATUTOS,Acta de const. 04/02/2002 (AG 22/2002;DOGC 3565),04/02/2002
2019/01 situacion a  01/01/2019,09-08-137-C-C-000,M7111,Servicios técnicos de arquitectura,ESTATUTOS,Acta de const. 04/02/2002 (AG 22/2002;DOGC 3565),04/02/2002
2019/01 situacion a  01/01/2019,09-00-022-C-C-000,R9102,Actividades de museos,ESTATUTOS,Ac. GOV/122 de 25/06/2008; DOGC 5175 de 17/07/2008,05/11/2008
2019/01 situacion a  01/01/2019,09-08-228-C-C-000,J6209,Otros servicios relacionados con las tecnologías de la información y la informática,ESTATUTOS,Conv. colaborac 14/02/2013 (DOGC 6372 09/05/2013),14/02/2013
2019/01 situacion a  01/01/2019,09-00-000-B-U-028,F,Construcción,LEY,"4/2000, 26-5; DOGC 3149",30/05/2000
2019/01 situacion a  01/01/2019,09-00-000-B-U-028,L68,Actividades inmobiliarias,LEY,"4/2000, 26-5; DOGC 3149",30/05/2000
2019/01 situacion a  01/01/2019,09-00-000-B-U-022,E,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",LEY,"25/1998, 31-12; DOGC 2797A",01/01/1999
2019/01 situacion a  01/01/2019,09-00-000-B-U-022,E3600,"Captación, depuración y distribución de agua",LEY,"25/1998, 31-12; DOGC 2797A",01/01/1999
2019/01 situacion a  01/01/2019,09-00-003-H-H-000,M72,Investigación y desarrollo,ESTATUTOS,Esc. Const. nº577 de 07/03/1995 (RF 12/07/1995),12/07/1995
2019/01 situacion a  01/01/2019,09-00-000-B-U-023,H5222,Actividades anexas al transporte marítimo y por vías navegables interiores,LEY,"5/1998, 17-4; DOGC 2632",06/05/1998
2019/01 situacion a  01/01/2019,09-08-149-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc. Const. nº 2596 de 27/07/2000,05/12/2000
2019/01 situacion a  01/01/2019,09-00-000-B-W-007,P8543,Educación universitaria,DECRETO,"214/1994, 26-07 (DOGC 1943, 7-9-1994)",07/09/1994
2019/01 situacion a  01/01/2019,09-08-112-C-C-000,M7111,Servicios técnicos de arquitectura,ESTATUTOS,Resolución de 27/07/2000; DOGC 3218 de 04/09/2000,13/06/2000
2019/01 situacion a  01/01/2019,09-08-112-C-C-000,P8560,Actividades auxiliares a la educación,ESTATUTOS,Resolución de 27/07/2000; DOGC 3218 de 04/09/2000,13/06/2000
2019/01 situacion a  01/01/2019,09-08-112-C-C-000,Q86,Actividades sanitarias,ESTATUTOS,Resolución de 27/07/2000; DOGC 3218 de 04/09/2000,13/06/2000
2019/01 situacion a  01/01/2019,09-08-112-C-C-000,Q8899,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,ESTATUTOS,Resolución de 27/07/2000; DOGC 3218 de 04/09/2000,13/06/2000
2019/01 situacion a  01/01/2019,09-00-000-B-U-056,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,ESTATUTOS,Normas de 25/11/2009; DOGC nº 5522 de 09/12/09,10/12/2009
2019/01 situacion a  01/01/2019,09-00-000-B-L-009,R9200,Actividades de juegos de azar y apuestas,LEY,"5/1986, 17-4; DOGC 676",24/04/1986
2019/01 situacion a  01/01/2019,09-00-000-B-U-052,O8411,Actividades generales de la Administración Pública,LEY,"6/2008, 13/05/2008; DOGC 5135, 21/05/2008",22/05/2008
2019/01 situacion a  01/01/2019,09-08-165-C-C-000,M72,Investigación y desarrollo,ESTATUTOS,Convenio de 02/02/1987; DOGC nº1524 de 29/11/1991,02/02/1987
2019/01 situacion a  01/01/2019,09-08-165-C-C-000,P854,Educación postsecundaria,ESTATUTOS,Convenio de 02/02/1987; DOGC nº1524 de 29/11/1991,02/02/1987
2019/01 situacion a  01/01/2019,09-08-165-C-C-000,Q86,Actividades sanitarias,ESTATUTOS,Convenio de 02/02/1987; DOGC nº1524 de 29/11/1991,02/02/1987
2019/01 situacion a  01/01/2019,09-08-165-C-C-000,Q88,Actividades de servicios sociales sin alojamiento,ESTATUTOS,Convenio de 02/02/1987; DOGC nº1524 de 29/11/1991,02/02/1987
2019/01 situacion a  01/01/2019,09-08-188-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc.nº 318 de 04/02/2014 (RF 23/06/2014),23/06/2014
2019/01 situacion a  01/01/2019,09-00-041-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc.cons.nº 3138 de 15/09/1993 (RF 27/12/1993),27/12/1993
2019/01 situacion a  01/01/2019,09-00-000-B-V-002,R9103,Gestión de lugares y edificios históricos,DECRETO - LEY,16/10/1950,18/12/1979
